year,st,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1988,30,19094,21929,206352,206364,2829,12.936,2709,12.387,38547,15045,23502,7.291,18.679,38675,15719,22956,7.617,18.741,-128,-0.062,37.358,1866,1882,9007
1988,31,33002,38928,541235,530137,4412,11.44,3689,9.565,93334,32993,60341,6.223,17.606,71441,27652,43789,5.216,13.476,21893,4.13,26.952,2565,2601,14150
1988,32,21073,24685,466587,456713,4312,17.898,3127,12.979,111073,40207,70866,8.804,24.32,92061,40256,51805,8.814,20.157,19012,4.163,40.315,2151,2174,17229
1988,33,26843,30490,467325,457633,4945,16.596,3559,11.944,91437,35428,56009,7.742,19.98,71948,26956,44992,5.89,15.722,19489,4.259,31.444,2618,2640,15854
1988,34,162890,187080,3203959,3180114,25676,13.933,20070,10.891,584890,211625,373265,6.655,18.392,538973,177198,361775,5.572,16.948,45917,1.444,33.896,14386,14545,86861
1988,35,26563,31430,398907,395704,4632,14.83,4241,13.578,81651,32137,49514,8.121,20.634,75111,30493,44618,7.706,18.982,6540,1.653,37.963,2911,2964,18602
1988,36,352965,403309,6909186,6872402,52884,13.233,45569,11.402,1213032,389505,823527,5.668,17.651,1135480,373946,761534,5.441,16.522,77552,1.128,33.045,33703,34083,196389
1988,37,115456,143151,2555081,2497889,20066,14.267,15049,10.7,463834,186443,277391,7.464,18.569,348342,127853,220489,5.118,13.945,115492,4.624,27.891,10077,10280,61321
1988,38,14671,17035,188113,185248,1916,11.312,1721,10.161,31343,12096,19247,6.53,16.919,25564,9930,15634,5.36,13.8,5779,3.12,27.6,1120,1134,5002
1988,39,173437,218990,4039691,3973281,26222,12.107,21417,9.888,705535,277396,428139,6.982,17.757,573552,214429,359123,5.397,14.435,131983,3.322,28.87,13874,14354,103797
1988,40,55562,66994,892379,884252,8869,13.206,9198,13.696,173981,68582,105399,7.756,19.676,158112,67708,90404,7.657,17.881,15869,1.795,35.762,6460,6658,38399
1988,41,58606,69244,939526,915580,9876,14.419,8377,12.23,197466,72007,125459,7.865,21.567,149093,64045,85048,6.995,16.284,48373,5.283,32.568,5846,5974,35761
1988,42,201543,245709,4396083,4340474,30070,12.408,23352,9.636,743818,265389,478429,6.114,17.137,632480,236376,396104,5.446,14.572,111338,2.565,29.143,15934,16310,121646
1988,44,21973,24405,405566,401412,3384,14.08,2643,10.997,70693,25654,45039,6.391,17.611,61722,23389,38333,5.827,15.376,8971,2.235,30.752,1875,1893,11578
1988,45,56654,69498,1194466,1167031,9896,14.48,7581,11.093,240301,99525,140776,8.528,20.591,183717,83323,100394,7.14,15.742,56584,4.849,31.485,5265,5373,32978
1988,46,15325,17538,201630,198507,2020,11.615,1727,9.93,34435,13781,20654,6.942,17.347,28108,11492,16616,5.789,14.16,6327,3.187,28.319,1176,1201,6263
1988,47,80537,99480,1784143,1744098,14280,14.576,11253,11.487,359115,154637,204478,8.866,20.59,279378,112530,166848,6.452,16.018,79737,4.572,32.037,7597,7730,52100
1988,48,275570,351315,5512158,5491023,50755,14.42,52096,14.801,1133811,462953,670858,8.431,20.648,1093692,453387,640305,8.257,19.918,40119,0.731,39.836,35764,36837,228219
1988,49,26370,31875,517748,510398,4847,15.309,4420,13.96,109963,49934,60029,9.783,21.545,95240,42601,52639,8.347,18.66,14723,2.885,37.32,3005,3159,24846
1988,50,15211,16949,213238,210106,2523,15.234,1748,10.555,39706,17699,22007,8.424,18.898,33612,12452,21160,5.927,15.998,6094,2.9,31.995,1274,1287,7313
1988,51,102419,128273,2221390,2169439,18783,14.96,13354,10.636,428830,171846,256984,7.921,19.767,325993,120110,205883,5.536,15.027,102837,4.74,30.053,8990,9169,56739
1988,53,91551,109042,1528092,1494403,16212,15.08,13144,12.226,325855,113707,212148,7.609,21.805,258291,105602,152689,7.067,17.284,67564,4.521,34.568,8673,8884,51698
1988,54,28035,33571,466493,462773,4302,12.966,3517,10.6,83141,35310,47831,7.63,17.966,75786,29409,46377,6.355,16.377,7355,1.589,32.753,2391,2435,14216
1988,55,89508,106551,1837638,1797107,12158,11.534,9869,9.363,308126,110298,197828,6.138,17.146,227548,84912,142636,4.725,12.662,80578,4.484,25.324,6789,6906,42504
1988,56,11135,12792,123066,123480,1656,12.961,1625,12.719,23017,8821,14196,7.144,18.64,23863,10196,13667,8.257,19.325,-846,-0.685,37.281,1060,1073,5457
1989,01,63455,78486,1310261,1274590,10569,13.627,8720,11.243,245580,96199,149381,7.547,19.267,174986,60802,114184,4.77,13.729,70594,5.539,27.458,6195,6331,36616
1989,02,10322,12298,145224,141303,1923,15.898,1518,12.55,31953,11844,20109,8.382,22.613,24163,8953,15210,6.336,17.1,7790,5.513,34.2,1039,1062,5401
1989,04,62659,77675,1237990,1220187,12257,15.907,11019,14.3,261708,110392,151316,9.047,21.448,225967,89382,136585,7.325,18.519,35741,2.929,37.038,7675,7853,52727
1989,05,40531,47925,727247,715861,6030,12.675,5325,11.193,124979,48937,76042,6.836,17.459,102453,41168,61285,5.751,14.312,22526,3.147,28.624,3935,4013,25278
1989,06,528694,644103,10864181,10654235,94828,14.916,78079,12.282,2195630,807244,1388386,7.577,20.608,1780802,645720,1135082,6.061,16.714,414828,3.894,33.429,54435,55788,368031
1989,08,70850,84782,1233637,1223724,12092,14.311,11522,13.636,233128,88662,144466,7.245,19.051,213940,96558,117382,7.891,17.483,19188,1.568,34.965,8003,8233,52480
1989,09,73017,84577,1537441,1531205,10762,12.841,9231,11.014,244134,90086,154048,5.883,15.944,232255,86223,146032,5.631,15.168,11879,0.776,30.336,6675,6757,39677
1989,10,13598,15937,306324,302352,2306,14.809,1576,10.121,52665,19409,33256,6.419,17.418,44648,13383,31265,4.426,14.767,8017,2.652,29.534,1067,1093,7343
1989,11,14514,17430,393891,390048,2220,12.839,1942,11.231,67141,21261,45880,5.451,17.214,59860,22653,37207,5.808,15.347,7281,1.867,30.694,1294,1302,10518
1989,12,258608,315164,4551470,4452511,50929,16.404,41537,13.379,972571,392208,580363,8.809,21.843,779191,317332,461859,7.127,17.5,193380,4.343,35.0,30127,30845,200617
1989,13,111736,140446,2514930,2476598,20747,14.984,16775,12.115,501942,201228,300714,8.125,20.267,428540,154878,273662,6.254,17.304,73402,2.964,34.607,11561,11837,80150
1989,15,20948,25832,410644,397874,3334,13.09,2608,10.24,77126,30535,46591,7.675,19.385,51498,18844,32654,4.736,12.943,25628,6.441,25.887,1869,1899,12142
1989,16,19394,22913,292543,281138,2988,13.179,2506,11.053,61797,24213,37584,8.612,21.981,38848,14846,24002,5.281,13.818,22949,8.163,27.636,1716,1759,9767
1989,17,199084,240195,4525841,4457001,29072,12.233,23982,10.091,752606,281632,470974,6.319,16.886,615474,214091,401383,4.803,13.809,137132,3.077,27.618,16414,16868,108289
1989,18,93399,115451,2115796,2067832,13678,11.991,10911,9.565,352694,125158,227536,6.053,17.056,257496,96798,160698,4.681,12.452,95198,4.604,24.905,7720,7922,51860
1989,19,54386,66005,991692,963613,6706,10.22,5925,9.03,165879,63585,102294,6.599,17.214,110926,40811,70115,4.235,11.511,54953,5.703,23.023,4203,4293,24812
1989,20,50154,60131,867977,845068,6955,11.602,6587,10.988,168267,76804,91463,9.088,19.912,121639,47578,74061,5.63,14.394,46628,5.518,28.788,4773,4874,27005
1989,21,59050,71320,1151725,1129001,9061,12.851,7441,10.553,200710,72508,128202,6.422,17.778,156217,60419,95798,5.352,13.837,44493,3.941,27.674,5363,5466,31507
1989,22,65311,80409,1223255,1208617,9376,11.611,10054,12.451,226489,80781,145708,6.684,18.74,198076,78716,119360,6.513,16.389,28413,2.351,32.777,7007,7202,47778
1989,23,26860,30959,434493,428246,4440,14.583,3414,11.213,79321,28986,50335,6.769,18.522,66752,23951,42801,5.593,15.587,12569,2.935,31.175,2556,2609,14281
1989,24,82593,101264,1808392,1788753,13854,13.917,10419,10.466,324161,124823,199338,6.978,18.122,285525,99825,185700,5.581,15.962,38636,2.16,31.924,7177,7308,52651
1989,25,123491,146100,2893243,2868043,18041,12.462,15378,10.622,490829,176885,313944,6.167,17.114,443260,142375,300885,4.964,15.455,47569,1.659,30.91,11319,11493,79180
1989,26,151081,185120,3343133,3285450,22985,12.604,17478,9.584,551223,179736,371487,5.471,16.778,436295,147727,288568,4.496,13.28,114928,3.498,26.559,12350,12746,76837
1989,27,81160,98054,1790644,1759047,11768,12.137,9575,9.875,300404,110661,189743,6.291,17.078,239068,95203,143865,5.412,13.591,61336,3.487,27.182,6581,6754,46089
1989,28,39503,47894,720254,711848,6118,12.871,5394,11.348,119521,45374,74147,6.374,16.79,102841,38540,64301,5.414,14.447,16680,2.343,28.894,3803,3870,22052
1989,29,95205,115872,1945121,1913181,14855,12.971,12157,10.615,337343,112018,225325,5.855,17.633,275262,98905,176357,5.17,14.388,62081,3.245,28.775,8602,8834,57360
1989,30,19127,22019,215118,210787,2632,11.975,2554,11.62,39430,14526,24904,6.891,18.706,30827,12035,18792,5.71,14.625,8603,4.081,29.25,1794,1809,7909
1989,31,33324,39509,567059,554054,4382,11.172,3812,9.719,97606,36755,60851,6.634,17.617,71710,28660,43050,5.173,12.943,25896,4.674,25.886,2637,2707,15923
1989,32,22262,26099,509647,487826,4396,17.31,2989,11.77,121540,41501,80039,8.507,24.915,78385,32042,46343,6.568,16.068,43155,8.846,32.136,2076,2120,18330
1989,33,27132,30984,473668,470741,4344,14.13,3862,12.562,78387,30313,48074,6.439,16.652,72837,25030,47807,5.317,15.473,5550,1.179,30.946,3002,3036,16985
1989,34,165044,190315,3265655,3238717,24234,12.841,21065,11.161,575574,204318,371256,6.309,17.772,521417,168009,353408,5.188,16.099,54157,1.672,32.199,15348,15574,89092
1989,35,26896,32038,407258,403102,4573,14.405,3988,12.562,77884,31039,46845,7.7,19.321,69434,26426,43008,6.556,17.225,8450,2.096,34.45,2816,2875,16125
1989,36,357227,409800,6988402,6953716,52724,12.967,46342,11.397,1144408,402183,742225,5.784,16.458,1077066,370378,706688,5.326,15.489,67342,0.968,30.978,34597,35205,206049
1989,37,118666,147373,2634701,2595542,19415,13.362,15270,10.509,442525,168595,273930,6.496,17.049,366893,128724,238169,4.959,14.136,75632,2.914,28.271,10325,10574,61137
1989,38,14738,17174,191653,189497,1758,10.276,1624,9.493,29287,11636,17651,6.14,15.455,25198,9285,15913,4.9,13.297,4089,2.158,26.595,1166,1175,5125
1989,39,176482,223823,4189442,4121505,25812,11.655,21108,9.531,711145,263648,447497,6.397,17.254,574011,223084,350927,5.413,13.927,137134,3.327,27.854,14201,14739,100615
1989,40,55686,67335,920326,906656,8587,12.783,8268,12.308,167179,62738,104441,6.92,18.439,140297,56489,83808,6.23,15.474,26882,2.965,30.948,5914,6026,32914
1989,41,60118,71265,978110,958743,9828,13.986,7834,11.149,192092,68771,123321,7.173,20.036,152305,62668,89637,6.536,15.886,39787,4.15,31.772,5609,5749,32283
1989,42,206048,251756,4506901,4453817,29056,11.679,23127,9.296,711907,242269,469638,5.44,15.984,606791,224037,382754,5.03,13.624,105116,2.36,27.248,16100,16538,111401
1989,44,22400,25016,402899,404235,3290,13.306,2709,10.956,64853,25671,39182,6.351,16.043,67765,25941,41824,6.417,16.764,-2912,-0.72,32.087,2097,2115,16233
1989,45,57996,71393,1235402,1213300,9489,13.467,7625,10.822,211505,78399,133106,6.462,17.432,167938,61527,106411,5.071,13.841,43567,3.591,27.683,5317,5409,31541
1989,46,15537,17840,209117,205033,1929,10.906,1625,9.187,33736,9501,24235,4.634,16.454,25556,9805,15751,4.782,12.464,8180,3.99,24.929,1173,1185,5259
1989,47,82280,102363,1856017,1820140,13966,13.836,11117,11.014,344074,128635,215439,7.067,18.904,270998,104983,166015,5.768,14.889,73076,4.015,29.778,7744,7982,57299
1989,48,275463,352557,5695716,5598025,48677,13.829,47545,13.507,1168119,467750,700369,8.356,20.867,977109,407524,569585,7.28,17.455,191010,3.412,34.909,32802,34156,234929
1989,49,26571,32234,543736,530251,4540,14.16,4196,13.087,116830,45576,71254,8.595,22.033,90356,38284,52072,7.22,17.04,26474,4.993,34.08,2881,2956,20336
1989,50,15778,17611,220952,217080,2484,14.368,1838,10.632,35834,13022,22812,5.999,16.507,28164,11871,16293,5.469,12.974,7670,3.533,25.948,1419,1436,7398
1989,51,105513,133126,2313074,2270339,18756,14.348,13947,10.669,417663,165424,252239,7.286,18.397,332826,122122,210704,5.379,14.66,84837,3.737,29.32,9684,9954,58151
1989,53,94082,112550,1632388,1584413,16255,14.668,12792,11.543,337645,124030,213615,7.828,21.31,240625,85732,154893,5.411,15.187,97020,6.123,30.374,8850,8999,52782
1989,54,28351,34074,475677,471430,3961,11.708,3477,10.277,75510,30259,45251,6.419,16.017,66988,24308,42680,5.156,14.21,8522,1.808,28.419,2481,2526,14461
1989,55,91044,108992,1912643,1873901,12203,11.322,9791,9.084,301110,97392,203718,5.197,16.069,223687,77884,145803,4.156,11.937,77423,4.132,23.874,6852,7051,39426
1989,56,11157,12847,127210,125508,1594,12.433,1542,12.027,23761,8684,15077,6.919,18.932,20386,7751,12635,6.176,16.243,3375,2.689,32.486,1043,1055,4747
1990,01,64353,79833,1359579,1338257,10044,12.688,8701,10.991,229688,78538,151150,5.869,17.163,187062,63326,123736,4.732,13.978,42626,3.185,27.956,6332,6474,39850
1990,02,10611,12675,158190,151878,1887,15.114,1508,12.078,35837,10895,24942,7.174,23.596,23230,9577,13653,6.306,15.295,12607,8.301,30.59,1044,1079,6713
1990,04,63530,78594,1257186,1247521,11730,15.012,10820,13.847,246170,98451,147719,7.892,19.733,227491,82251,145240,6.593,18.235,18679,1.497,36.471,7477,7696,48395
1990,05,41346,48939,750127,737426,6145,12.687,5139,10.61,123743,44447,79296,6.027,16.78,97921,32215,65706,4.369,13.279,25822,3.502,26.558,3797,3856,20853
1990,06,542239,661394,11307110,11106786,94646,14.499,77439,11.863,2215469,810581,1404888,7.298,19.947,1817061,661302,1155759,5.954,16.36,398408,3.587,32.72,55141,56456,387153
1990,08,72365,86533,1277109,1255662,12037,14.052,10287,12.009,235732,92293,143439,7.35,18.774,192997,76477,116520,6.091,15.37,42735,3.403,30.74,7258,7425,45145
1990,09,72325,84277,1506799,1523354,9380,11.11,9681,11.467,211098,77883,133215,5.113,13.857,244786,87797,156989,5.763,16.069,-33688,-2.211,27.715,7093,7211,41905
1990,10,14104,16574,315351,311820,2272,13.972,1647,10.128,48691,15407,33284,4.941,15.615,41454,13508,27946,4.332,13.294,7237,2.321,26.588,1146,1156,6751
1990,11,14258,17260,396020,398484,2015,11.617,2186,12.603,57498,20626,36872,5.176,14.429,62970,18446,44524,4.629,15.802,-5472,-1.373,28.858,1515,1535,9709
1990,12,265512,324432,4683766,4630330,51103,15.979,41875,13.093,924166,383137,541029,8.275,19.959,814858,304087,510771,6.567,17.598,109308,2.361,35.197,31303,32078,195244
1990,13,113375,142970,2564850,2542589,19508,13.767,16980,11.983,460295,169867,290428,6.681,18.103,415710,145110,270600,5.707,16.35,44585,1.754,32.7,11891,12205,77300
1990,15,21595,26653,432244,421052,3430,13.07,2612,9.953,77184,30438,46746,7.229,18.331,54104,20909,33195,4.966,12.85,23080,5.482,25.699,1790,1838,11672
1990,16,20443,24064,308004,300329,3388,14.424,2237,9.524,58213,20064,38149,6.681,19.383,43256,14603,28653,4.862,14.403,14957,4.98,28.806,1584,1609,9300
1990,17,203021,245190,4649709,4597946,28101,11.577,23170,9.546,701510,240021,461489,5.22,15.257,597554,194024,403530,4.22,12.996,103956,2.261,25.992,16309,16641,103870
1990,18,95133,117925,2162216,2140239,13367,11.454,10915,9.353,318240,109254,208986,5.105,14.869,273480,86347,187133,4.034,12.778,44760,2.091,25.556,7825,8023,49149
1990,19,55124,67093,1022938,1007475,6682,10.039,5621,8.445,146328,47406,98922,4.705,14.524,115119,35134,79985,3.487,11.426,31209,3.098,22.853,4088,4189,23167
1990,20,50087,60210,895251,881879,6601,10.969,6538,10.864,141255,50500,90755,5.726,16.018,115283,41027,74256,4.652,13.072,25972,2.945,26.145,4729,4834,25462
1990,21,59937,72501,1197621,1176593,8728,12.137,7549,10.498,198288,75341,122947,6.403,16.853,156312,55208,101104,4.692,13.285,41976,3.568,26.57,5490,5582,32195
1990,22,65746,81083,1278585,1250749,9610,11.9,8958,11.093,235111,81286,153825,6.499,18.798,179027,67979,111048,5.435,14.314,56084,4.484,28.627,6347,6504,41953
1990,23,26396,30602,423915,428902,3507,11.392,3872,12.578,61378,25207,36171,5.877,14.311,71466,22182,49284,5.172,16.663,-10088,-2.352,28.621,2956,3000,15605
1990,24,84711,103994,1848185,1828640,13319,12.977,10595,10.323,317371,111704,205667,6.109,17.356,278647,93201,185446,5.097,15.238,38724,2.118,30.476,7391,7562,54376
1990,25,120590,143967,2795011,2851000,15383,10.605,17550,12.099,385524,150832,234692,5.29,13.522,496938,153599,343339,5.388,17.43,-111414,-3.908,27.045,12881,13127,83313
1990,26,153932,189009,3396251,3371928,21848,11.678,18006,9.624,524585,196926,327659,5.84,15.557,476066,143322,332744,4.25,14.119,48519,1.439,28.237,12897,13285,81572
1990,27,82910,100030,1834433,1814110,11369,11.478,9409,9.499,280072,91601,188471,5.049,15.439,237432,87445,149987,4.82,13.088,42640,2.35,26.176,6520,6664,44721
1990,28,39978,48522,742378,731251,6022,12.491,5399,11.199,120113,42971,77142,5.876,16.426,98669,35959,62710,4.917,13.493,21444,2.933,26.986,3909,3998,22530
1990,29,96816,117699,1990992,1968170,14086,12.06,12286,10.519,312404,111423,200981,5.661,15.873,266198,87543,178655,4.448,13.525,46206,2.348,27.05,8609,8845,51800
1990,30,19530,22429,223662,219543,2609,11.735,2216,9.967,38570,12303,26267,5.604,17.568,30501,11980,18521,5.457,13.893,8069,3.675,27.786,1559,1575,6383
1990,31,33675,39961,587120,577078,4099,10.315,3652,9.19,86762,29933,56829,5.187,15.035,66529,22906,43623,3.969,11.529,20233,3.506,23.057,2541,2587,14155
1990,32,23353,27369,545480,526716,4454,16.658,3191,11.935,117926,37409,80517,7.102,22.389,80104,29083,51021,5.522,15.208,37822,7.181,30.416,2262,2292,20108
1990,33,26165,30143,454323,463610,3656,11.962,4499,14.72,68253,29982,38271,6.467,14.722,86562,29833,56729,6.435,18.671,-18309,-3.949,29.444,3458,3514,19180
1990,34,165047,191447,3266029,3267710,22820,11.955,21688,11.362,525735,198272,327463,6.068,16.089,529250,163525,365725,5.004,16.196,-3515,-0.108,32.178,15787,15986,91620
1990,35,27487,32674,423859,415538,4466,13.8,3844,11.878,79764,32233,47531,7.757,19.195,62766,25039,37727,6.026,15.105,16998,4.091,30.21,2629,2683,15053
1990,36,356767,411715,7030753,7013096,49241,11.987,47395,11.537,1074549,374803,699746,5.344,15.322,1038323,345153,693170,4.922,14.805,36226,0.517,29.611,35841,36394,204326
1990,37,121688,151296,2712075,2676030,19048,12.755,15134,10.134,434100,154162,279938,5.761,16.222,362718,122316,240402,4.571,13.554,71382,2.667,27.109,10660,10928,64567
1990,38,14755,17217,196998,194373,1662,9.663,1626,9.454,28084,8552,19532,4.4,14.449,22791,8670,14121,4.461,11.725,5293,2.723,23.451,1184,1197,5123
1990,39,178250,226835,4261530,4230785,24106,10.698,21108,9.367,611894,215339,396555,5.09,14.463,551243,174067,377176,4.114,13.029,60651,1.434,26.059,14632,15022,99208
1990,40,56347,68038,940237,930347,8390,12.395,7686,11.355,158858,56292,102566,6.051,17.075,139288,52140,87148,5.604,14.972,19570,2.104,29.943,5512,5639,30625
1990,41,61267,72673,1018015,997845,9505,13.207,8103,11.259,186747,64897,121850,6.504,18.715,146252,55167,91085,5.529,14.657,40495,4.058,29.314,5744,5874,34802
1990,42,209352,256355,4609264,4563916,27537,10.838,22995,9.05,666284,214821,451463,4.707,14.599,575135,176616,398519,3.87,12.602,91149,1.997,25.204,16399,16791,103790
1990,44,22166,24840,392014,397611,2758,11.066,2926,11.74,53781,21830,31951,5.49,13.526,65411,20128,45283,5.062,16.451,-11630,-2.925,27.052,2250,2267,12338
1990,45,59364,73203,1285104,1260182,9601,13.279,7804,10.793,218894,83737,135157,6.645,17.37,168476,61300,107176,4.864,13.369,50418,4.001,26.738,5576,5719,34063
1990,46,15945,18282,220213,214612,2100,11.624,1668,9.233,37601,13431,24170,6.258,17.52,26544,10737,15807,5.003,12.368,11057,5.152,24.737,1193,1208,5117
1990,47,83311,103976,1890538,1871778,12848,12.452,11259,10.912,306888,116230,190658,6.21,16.396,269345,95091,174254,5.08,14.39,37543,2.006,28.78,8007,8163,50828
1990,48,279815,358313,5896720,5800681,49193,13.839,43477,12.231,1149747,447239,702508,7.71,19.821,953108,390148,562960,6.726,16.431,196639,3.39,32.862,30215,31295,216616
1990,49,27103,32885,572685,558767,4331,13.301,3686,11.32,108302,38189,70113,6.835,19.382,80902,30662,50240,5.487,14.479,27400,4.904,28.957,2541,2611,17182
1990,50,15792,17675,215676,217946,2066,11.707,2012,11.401,30190,10320,19870,4.735,13.852,34773,11157,23616,5.119,15.955,-4583,-2.103,27.704,1555,1567,7118
1990,51,108052,136902,2367239,2339923,18027,13.352,14248,10.553,397215,150490,246725,6.431,16.976,343877,110403,233474,4.718,14.696,53338,2.279,29.392,9958,10184,59892
1990,53,98098,117101,1724885,1678618,16928,14.741,12397,10.795,335143,108642,226501,6.472,19.965,244552,102345,142207,6.097,14.569,90591,5.397,29.137,8595,8806,51574
1990,54,28644,34502,491761,484066,3960,11.548,3542,10.329,77451,27821,49630,5.747,16.0,62416,22652,39764,4.68,12.894,15035,3.106,25.788,2574,2620,14007
1990,55,92893,111274,1970452,1942741,11650,10.576,9405,8.538,279098,95342,183756,4.908,14.366,223801,77464,146337,3.987,11.52,55297,2.846,23.04,6657,6851,39572
1990,56,11296,12985,133423,130408,1547,11.98,1404,10.872,25213,8240,16973,6.319,19.334,19165,7672,11493,5.883,14.696,6048,4.638,29.392,957,978,4566
1991,01,64107,80376,1354101,1359655,9843,12.294,9221,11.517,217616,91482,126134,6.728,16.005,228136,87189,140947,6.413,16.779,-10520,-0.774,32.01,6321,6489,50581
1991,02,10812,13082,162330,160916,1933,15.015,1517,11.783,33312,12334,20978,7.665,20.702,30432,9327,21105,5.796,18.912,2880,1.79,37.824,982,1004,5823
1991,04,64069,80012,1257331,1256764,11932,15.054,10427,13.156,244654,115980,128674,9.228,19.467,243608,93670,149938,7.453,19.384,1046,0.083,38.768,7181,7386,56086
1991,05,41221,49360,760633,758091,6016,12.246,5550,11.297,120631,47218,73413,6.229,15.912,116187,38791,77396,5.117,15.326,4444,0.586,30.653,3956,4006,23818
1991,06,539766,666830,10917482,11122511,92346,13.915,85980,12.956,1906280,754441,1151839,6.783,17.139,2314021,798153,1515868,7.176,20.805,-407741,-3.666,34.278,60296,61772,494723
1991,08,73766,88775,1288910,1283201,12671,14.465,10311,11.771,228398,90117,138281,7.023,17.799,217133,83145,133988,6.48,16.921,11265,0.878,33.842,7136,7305,49609
1991,09,69664,82104,1430818,1466588,8449,10.161,10543,12.679,193693,72216,121477,4.924,13.207,265359,84548,180811,5.765,18.094,-71666,-4.887,26.414,7481,7614,47990
1991,10,14256,17024,314981,315437,2314,13.775,1862,11.085,48517,19482,29035,6.176,15.381,49977,14991,34986,4.752,15.844,-1460,-0.463,30.762,1248,1284,7169
1991,11,14191,17203,384236,392714,2107,12.235,2143,12.444,51307,19379,31928,4.935,13.065,68573,21089,47484,5.37,17.461,-17266,-4.397,26.129,1286,1327,11856
1991,12,265034,327008,4602483,4643652,49447,15.188,46556,14.3,871881,391837,480044,8.438,18.776,952746,359069,593677,7.732,20.517,-80865,-1.741,37.552,33238,34129,225405
1991,13,112777,143786,2474668,2520944,19348,13.502,18363,12.815,408680,174280,234400,6.913,16.211,498918,190481,308437,7.556,19.791,-90238,-3.58,32.423,12409,12743,111404
1991,15,21903,27446,435174,433382,3608,13.34,2807,10.379,75555,31860,43695,7.351,17.434,72141,24043,48098,5.548,16.646,3414,0.788,33.292,1933,1984,14899
1991,16,20778,24633,311442,309546,3133,12.877,2526,10.382,56774,21115,35659,6.821,18.341,52693,20922,31771,6.759,17.023,4081,1.318,34.045,1717,1739,10248
1991,17,202795,247459,4592070,4619423,28037,11.387,25569,10.384,660795,256786,404009,5.559,14.305,716821,240407,476414,5.204,15.518,-56026,-1.213,28.609,17701,18111,141679
1991,18,95151,119442,2115591,2134622,13398,11.295,11752,9.907,295080,117907,177173,5.524,13.824,334568,105185,229383,4.928,15.673,-39488,-1.85,27.647,8279,8479,64690
1991,19,55211,67991,1026619,1025124,6768,10.028,5767,8.545,136929,46140,90789,4.501,13.357,133462,42265,91197,4.123,13.019,3467,0.338,26.038,4055,4135,24195
1991,20,49675,60380,887558,891056,7001,11.62,6735,11.179,134425,54366,80059,6.101,15.086,141342,50424,90918,5.659,15.862,-6917,-0.776,30.172,4647,4813,30847
1991,21,59476,73133,1191455,1196205,8573,11.78,7864,10.805,186576,76853,109723,6.425,15.597,196305,66810,129495,5.585,16.411,-9729,-0.813,31.195,5735,5833,38772
1991,22,65754,82087,1302077,1291604,9949,12.201,8861,10.867,236726,90149,146577,6.98,18.328,216638,81659,134979,6.322,16.773,20088,1.555,33.546,6191,6364,47287
1991,23,25575,30108,401909,412927,3375,11.122,3850,12.687,52898,22038,30860,5.337,12.811,74804,25267,49537,6.119,18.116,-21906,-5.305,25.621,2731,2761,15120
1991,24,83728,104210,1740763,1795140,12709,12.213,12403,11.919,253964,107904,146060,6.011,14.147,362532,124106,238426,6.913,20.195,-108568,-6.048,28.295,8516,8665,65910
1991,25,115160,139494,2592517,2695742,14424,10.182,18766,13.247,329618,129275,200343,4.796,12.227,535629,186618,349011,6.923,19.869,-206011,-7.642,24.455,12718,13126,107765
1991,26,153824,190674,3261089,3336217,21381,11.269,19507,10.281,442651,171014,271637,5.126,13.268,593815,194767,399048,5.838,17.799,-151164,-4.531,26.536,13666,14039,105516
1991,27,83518,101959,1801835,1815800,12083,11.975,9976,9.886,262496,104572,157924,5.759,14.456,290847,97999,192848,5.397,16.018,-28351,-1.561,28.912,6895,7101,57873
1991,28,39798,48835,746991,744990,5975,12.282,5602,11.515,118106,47242,70864,6.341,15.853,114322,38326,75996,5.145,15.345,3784,0.508,30.691,3898,3955,22994
1991,29,96147,118353,1940783,1958942,14166,12.012,13325,11.299,282106,113491,168615,5.793,14.401,318850,111490,207360,5.691,16.277,-36744,-1.876,28.802,9247,9522,65197
1991,30,19646,22804,224813,223852,2718,12.033,2287,10.125,36918,14546,22372,6.498,16.492,34868,11410,23458,5.097,15.576,2050,0.916,31.153,1642,1674,7974
1991,31,33654,40473,591946,590055,4288,10.671,3712,9.237,86455,32884,53571,5.573,14.652,83384,27820,55564,4.715,14.132,3071,0.52,28.263,2623,2683,19390
1991,32,24047,28592,541047,538743,4644,16.606,3390,12.122,102517,41692,60825,7.739,19.029,96801,29607,67194,5.496,17.968,5716,1.061,35.936,2372,2411,19488
1991,33,24928,29154,427799,444933,3439,11.61,4373,14.763,56550,25644,30906,5.764,12.71,90731,35089,55642,7.886,20.392,-34181,-7.682,25.42,3151,3204,20336
1991,34,160779,188234,3085719,3168658,21347,11.251,24334,12.826,450782,169101,281681,5.337,14.226,615994,193506,422488,6.107,19.44,-165212,-5.214,28.453,16864,17129,110210
1991,35,27704,33194,431308,428113,4575,13.905,3991,12.13,82153,34682,47471,8.101,19.19,75946,31275,44671,7.305,17.74,6207,1.45,35.479,2710,2781,17682
